id,eaf,video_a,video_b,open_pose
1414563,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1414563.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1414563/1414563_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1414563/1414563_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1414563_openpose.json.gz
1418836-15524810-15550340,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1418836-15524810-15550340.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1418836-15524810-15550340/1418836-15524810-15550340_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1418836-15524810-15550340/1418836-15524810-15550340_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1418836-15524810-15550340_openpose.json.gz
1418858,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1418858.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1418858/1418858_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1418858/1418858_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1418858_openpose.json.gz
2025349,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/2025349.eaf,,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/2025349/2025349_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/2025349_openpose.json.gz
1418889,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1418889.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1418889/1418889_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1418889/1418889_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1418889_openpose.json.gz
1418903,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1418903.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1418903/1418903_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1418903/1418903_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1418903_openpose.json.gz
1419265,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1419265.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1419265/1419265_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1419265/1419265_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1419265_openpose.json.gz
1419118,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1419118.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1419118/1419118_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1419118/1419118_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1419118_openpose.json.gz
1419120,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1419120.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1419120/1419120_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1419120/1419120_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1419120_openpose.json.gz
1419122,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1419122.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1419122/1419122_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1419122/1419122_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1419122_openpose.json.gz
1419124,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1419124.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1419124/1419124_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1419124/1419124_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1419124_openpose.json.gz
1419126,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1419126.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1419126/1419126_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1419126/1419126_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1419126_openpose.json.gz
1419128,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1419128.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1419128/1419128_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1419128/1419128_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1419128_openpose.json.gz
1419130,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1419130.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1419130/1419130_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1419130/1419130_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1419130_openpose.json.gz
1419370,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1419370.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1419370/1419370_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1419370/1419370_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1419370_openpose.json.gz
1419607,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1419607.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1419607/1419607_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1419607/1419607_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1419607_openpose.json.gz
1419610-11552205-12003930,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1419610-11552205-12003930.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1419610-11552205-12003930/1419610-11552205-12003930_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1419610-11552205-12003930/1419610-11552205-12003930_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1419610-11552205-12003930_openpose.json.gz
1419797,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1419797.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1419797/1419797_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1419797/1419797_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1419797_openpose.json.gz
1419931,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1419931.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1419931/1419931_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1419931/1419931_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1419931_openpose.json.gz
1419792,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1419792.eaf,,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1419792/1419792_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1419792_openpose.json.gz
2025500,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/2025500.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/2025500/2025500_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/2025500/2025500_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/2025500_openpose.json.gz
1419993,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1419993.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1419993/1419993_1a1.mp4,,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1419993_openpose.json.gz
1420216,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1420216.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1420216/1420216_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1420216/1420216_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1420216_openpose.json.gz
1244742,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1244742.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1244742/1244742_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1244742/1244742_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1244742_openpose.json.gz
1244540,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1244540.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1244540/1244540_1a1.mp4,,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1244540_openpose.json.gz
1244581,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1244581.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1244581/1244581_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1244581/1244581_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1244581_openpose.json.gz
1244796,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1244796.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1244796/1244796_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1244796/1244796_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1244796_openpose.json.gz
1244771,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1244771.eaf,,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1244771/1244771_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1244771_openpose.json.gz
1245154-15360102-15384713,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1245154-15360102-15384713.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1245154-15360102-15384713/1245154-15360102-15384713_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1245154-15360102-15384713/1245154-15360102-15384713_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1245154-15360102-15384713_openpose.json.gz
1244978,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1244978.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1244978/1244978_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1244978/1244978_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1244978_openpose.json.gz
1245390,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1245390.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1245390/1245390_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1245390/1245390_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1245390_openpose.json.gz
1245356,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1245356.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1245356/1245356_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1245356/1245356_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1245356_openpose.json.gz
1212176,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1212176.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1212176/1212176_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1212176/1212176_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1212176_openpose.json.gz
1212218,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1212218.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1212218/1212218_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1212218/1212218_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1212218_openpose.json.gz
1212171,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1212171.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1212171/1212171_1a1.mp4,,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1212171_openpose.json.gz
1212169,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1212169.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1212169/1212169_1a1.mp4,,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1212169_openpose.json.gz
1212402,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1212402.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1212402/1212402_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1212402/1212402_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1212402_openpose.json.gz
1212416,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1212416.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1212416/1212416_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1212416/1212416_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1212416_openpose.json.gz
1245418,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1245418.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1245418/1245418_1a1.mp4,,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1245418_openpose.json.gz
1245462,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1245462.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1245462/1245462_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1245462/1245462_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1245462_openpose.json.gz
1245595,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1245595.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1245595/1245595_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1245595/1245595_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1245595_openpose.json.gz
1245597,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1245597.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1245597/1245597_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1245597/1245597_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1245597_openpose.json.gz
1245599,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1245599.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1245599/1245599_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1245599/1245599_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1245599_openpose.json.gz
1245601,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1245601.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1245601/1245601_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1245601/1245601_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1245601_openpose.json.gz
1245603,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1245603.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1245603/1245603_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1245603/1245603_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1245603_openpose.json.gz
1245605,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1245605.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1245605/1245605_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1245605/1245605_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1245605_openpose.json.gz
1245607,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1245607.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1245607/1245607_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1245607/1245607_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1245607_openpose.json.gz
1212611,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1212611.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1212611/1212611_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1212611/1212611_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1212611_openpose.json.gz
1212606,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1212606.eaf,,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1212606/1212606_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1212606_openpose.json.gz
1245820,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1245820.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1245820/1245820_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1245820/1245820_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1245820_openpose.json.gz
1245654,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1245654.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1245654/1245654_1a1.mp4,,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1245654_openpose.json.gz
2329018,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/2329018.eaf,,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/2329018/2329018_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/2329018_openpose.json.gz
1245887,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1245887.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1245887/1245887_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1245887/1245887_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1245887_openpose.json.gz
2329054,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/2329054.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/2329054/2329054_1a1.mp4,,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/2329054_openpose.json.gz
1246064,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1246064.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1246064/1246064_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1246064/1246064_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1246064_openpose.json.gz
1246102,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1246102.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1246102/1246102_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1246102/1246102_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1246102_openpose.json.gz
1246100,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1246100.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1246100/1246100_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1246100/1246100_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1246100_openpose.json.gz
1246329,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1246329.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1246329/1246329_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1246329/1246329_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1246329_openpose.json.gz
1246344,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1246344.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1246344/1246344_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1246344/1246344_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1246344_openpose.json.gz
1246681,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1246681.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1246681/1246681_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1246681/1246681_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1246681_openpose.json.gz
1246566,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1246566.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1246566/1246566_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1246566/1246566_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1246566_openpose.json.gz
1246772,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1246772.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1246772/1246772_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1246772/1246772_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1246772_openpose.json.gz
1246743,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1246743.eaf,,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1246743/1246743_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1246743_openpose.json.gz
1433655,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1433655.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1433655/1433655_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1433655/1433655_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1433655_openpose.json.gz
1433650,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1433650.eaf,,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1433650/1433650_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1433650_openpose.json.gz
1433652,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1433652.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1433652/1433652_1a1.mp4,,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1433652_openpose.json.gz
1247199,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1247199.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1247199/1247199_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1247199/1247199_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1247199_openpose.json.gz
1247205,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1247205.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1247205/1247205_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1247205/1247205_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1247205_openpose.json.gz
1247525,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1247525.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1247525/1247525_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1247525/1247525_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1247525_openpose.json.gz
1247641,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1247641.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1247641/1247641_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1247641/1247641_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1247641_openpose.json.gz
1247595,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1247595.eaf,,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1247595/1247595_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1247595_openpose.json.gz
1247800,https://www.sign-lang.uni-hamburg.de/meinedgs/eaf/1247800.eaf,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1247800/1247800_1a1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/videos/1247800/1247800_1b1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/openpose/1247800_openpose.json.gz
